lawyer_id,case_type,case_duration_months,outcome,client_satisfaction,complexity_score,year
2,Civil Rights,16,won,4.698391303130639,3.2470120797326736,2020
2,Civil Rights,9,won,4.8881186793732265,1.354841302316553,2021
2,Civil Rights,17,won,3.361150690254667,6.111507074973665,2021
2,Civil Rights,15,won,4.39484053449368,3.676141066352957,2023
2,Civil Rights,23,won,4.590683675918195,7.7055809330819836,2023
3,Employment Law,10,won,4.289093301251644,6.851506153989053,2023
3,Employment Law,13,won,3.1539064032584183,7.266598982903258,2023
3,Employment Law,23,won,3.1307126815978847,3.837613040475493,2020
3,Employment Law,22,won,3.63750500586414,6.633022387933082,2023
3,Employment Law,12,won,3.4659189495072678,1.2196070340088423,2021
3,Employment Law,23,lost,2.370945819153445,4.455675009277532,2023
3,Employment Law,7,lost,2.0189708672569964,1.4741545237950573,2020
3,Employment Law,21,won,3.9595626537130095,6.22681486504595,2023
3,Employment Law,10,lost,2.1833986702228603,4.027334174455799,2023
3,Employment Law,17,lost,2.2209482262627893,4.191599418766989,2021
3,Employment Law,18,lost,2.46721550209982,1.378838706727257,2020
3,Employment Law,15,lost,2.8555462674717247,4.4589398244371345,2023
3,Employment Law,5,won,4.572690028831104,1.8046990208103355,2021
3,Employment Law,14,lost,3.201596892884396,9.133515704577434,2021
3,Employment Law,20,won,3.129972818965788,4.614222127829387,2020
3,Employment Law,21,won,4.661285035501249,2.0830488583149633,2022
4,Property Law,9,won,3.3728765242885093,8.01626026210078,2021
4,Property Law,22,lost,3.938205260281623,8.954072964670832,2022
4,Property Law,17,won,3.3477904984389744,4.566178170123929,2021
4,Property Law,17,won,3.30779181267971,8.34249812491556,2021
4,Property Law,15,won,3.0697303204676496,9.05429297105056,2020
4,Property Law,9,won,3.7823395321607594,3.4566343737068346,2020
4,Property Law,2,lost,3.7242552345309012,8.285644672523903,2023
4,Property Law,11,lost,2.1739735198228205,4.676078917636288,2022
4,Property Law,5,won,3.097567163346346,5.793422674606859,2020
4,Property Law,13,won,4.788959861936135,9.923278016305433,2021
4,Property Law,19,won,4.649361931850298,4.1302828711197375,2021
5,Tax Law,13,won,4.4678198379074034,5.691342809623734,2023
5,Tax Law,1,won,3.314681319405052,2.4436009479706486,2020
5,Tax Law,21,won,4.360281543520601,6.5675024039366585,2021
5,Tax Law,5,won,4.761741518397857,8.846591749707088,2022
5,Tax Law,10,lost,2.2577397349468904,4.016069688332277,2021
5,Tax Law,18,lost,3.6359340482381244,8.489207601619677,2020
5,Tax Law,2,won,3.5740762663498256,6.55234226538168,2020
5,Tax Law,8,won,3.5196071621283194,6.706051327896502,2023
5,Tax Law,16,won,3.213961277653917,7.849251122518252,2021
5,Tax Law,2,won,3.683744332077372,6.693597038205533,2021
5,Tax Law,22,won,4.874456974472903,7.19097150070732,2021
5,Tax Law,17,lost,3.541968585064271,7.3771480414236645,2021
5,Tax Law,18,won,4.7430736123047526,9.761400722596573,2020
5,Tax Law,3,won,4.18879171845709,4.452510343650596,2020
5,Tax Law,6,won,3.743667058477449,8.369070790213843,2022
5,Tax Law,2,won,3.547253332563332,9.9741205014194,2020
5,Tax Law,9,won,3.3272476423833384,8.153285938749365,2020
6,Personal Injury,2,won,4.545645560033609,3.0704831472829053,2022
6,Personal Injury,17,won,4.926473306880264,1.281720823727646,2020
6,Personal Injury,16,lost,3.7147201841849973,9.680684250431877,2022
6,Personal Injury,3,won,3.623903980990261,3.886684663943147,2021
6,Personal Injury,3,won,3.062268165769023,6.865001428382966,2023
6,Personal Injury,12,won,3.9464198133831143,9.713740851232496,2021
6,Personal Injury,21,won,3.307316076322225,5.083242711447544,2021
6,Personal Injury,3,lost,3.593595655728055,3.6475117600913007,2023
6,Personal Injury,3,lost,2.3709177493533087,5.1588756168909455,2021
6,Personal Injury,17,won,4.214612896525343,3.2278596004303766,2020
6,Personal Injury,22,won,4.163942803828798,3.4209406399158793,2023
6,Personal Injury,13,won,3.2991612853351313,5.181387369722291,2021
6,Personal Injury,14,won,4.9493997037413795,7.4969886513424155,2022
6,Personal Injury,1,lost,3.905297276077434,9.17036787686176,2022
6,Personal Injury,9,won,3.4840900317250547,9.879963339404318,2023
6,Personal Injury,22,won,4.236311468636238,7.322184734896935,2021
6,Personal Injury,18,lost,2.6529226164879836,5.6594047904624025,2020
6,Personal Injury,1,lost,3.6490280937936674,4.2202121583544425,2022
6,Personal Injury,7,won,3.4017181797245883,7.2387454674041285,2022
6,Personal Injury,23,won,4.340770916708824,9.563949769197942,2020
7,Corporate Law,9,lost,3.8724244924873794,1.4677415528632518,2023
7,Corporate Law,12,won,4.741938247492171,7.4267823891918505,2021
7,Corporate Law,15,lost,3.6296502274930242,1.7210336174620764,2023
7,Corporate Law,6,won,4.634595539924987,5.070864560664702,2022
7,Corporate Law,10,won,3.877214432979077,7.523439038866525,2023
7,Corporate Law,13,won,3.9585578571525746,6.541678197480185,2022
7,Corporate Law,4,lost,3.488558131189911,8.84649501075809,2020
7,Corporate Law,19,won,3.323345088293605,1.187750253623843,2022
7,Corporate Law,9,won,3.986553693567599,1.7337384059718404,2022
7,Corporate Law,22,lost,2.0613050044116124,3.3191459966009234,2023
7,Corporate Law,21,won,4.4543381395326165,7.684358690799829,2023
7,Corporate Law,12,won,4.5354477761335605,5.54360393703716,2021
8,Tax Law,9,won,3.877230838379181,7.527318943736229,2023
8,Tax Law,15,won,4.8014037280225175,4.795488341861098,2021
8,Tax Law,22,lost,2.718302059332463,4.454624366810167,2021
8,Tax Law,15,won,3.4715841879184195,7.984001863318865,2023
8,Tax Law,23,won,4.265081066452613,4.3556377347004105,2021
8,Tax Law,5,won,3.138265572373239,4.934488499351438,2021
8,Tax Law,15,won,4.185836799663564,6.214734094091507,2023
8,Tax Law,6,won,4.3042464910608755,3.8093325102680238,2023
8,Tax Law,5,won,3.0180608082591007,6.295713700065449,2023
8,Tax Law,13,won,3.4740557142166724,3.11206634435396,2021
8,Tax Law,14,won,3.661778725978344,5.038998164482628,2023
8,Tax Law,1,won,3.8988676704274754,6.290959339993482,2023
8,Tax Law,22,won,3.3352384325766353,1.3300428424018866,2020
8,Tax Law,12,won,3.9492617514996278,8.597534040722774,2023
8,Tax Law,15,won,4.736542561026518,2.8525708903309144,2020
8,Tax Law,14,won,3.11417371217863,5.780525752009288,2023
8,Tax Law,1,won,3.2442198280200536,5.069791254550918,2020
8,Tax Law,1,won,4.014469617376784,1.3741557314535289,2021
8,Tax Law,18,won,4.930237392872091,1.0444598284096864,2021
8,Tax Law,7,won,3.909479711267718,5.640364257213252,2021
8,Tax Law,6,won,3.279302509512626,1.2697623088541015,2020
8,Tax Law,18,won,3.4037069042458965,7.060891899924256,2021
8,Tax Law,23,won,4.345204236450252,4.993751973741141,2020
8,Tax Law,15,lost,3.3852519044523293,8.543037606832993,2021
8,Tax Law,18,won,3.4882945808447485,8.477894722075348,2022
8,Tax Law,12,won,3.226219638153146,8.159593345267629,2023
9,Employment Law,16,won,4.653677767423755,7.0027436529181655,2020
9,Employment Law,2,won,4.998827451541333,1.4339083497450043,2020
9,Employment Law,16,lost,3.504855525231145,1.8143352575834566,2022
9,Employment Law,4,won,4.301023295583431,7.886717781002062,2023
9,Employment Law,6,won,4.802751299176888,8.901020431371947,2022
9,Employment Law,11,won,3.7513445037634527,3.671823471042527,2022
9,Employment Law,15,won,4.260417496658288,6.4884862494882505,2022
9,Employment Law,1,won,3.475088261748655,4.35926612466406,2023
9,Employment Law,11,won,4.206897186762756,7.013915186995146,2021
9,Employment Law,9,won,3.7595715603584594,8.770002846146427,2023
10,Property Law,21,won,4.627532576639172,1.980265076620583,2020
10,Property Law,5,won,3.4921393175959965,5.290259275370433,2022
10,Property Law,6,lost,3.4937514322716456,7.43941816389347,2022
10,Property Law,23,won,3.861724183076067,9.070428608561102,2020
10,Property Law,4,lost,3.8540690895926133,1.5424065126060476,2020
10,Property Law,19,won,3.202841656898433,5.372845832676931,2023
10,Property Law,14,won,3.614579929852573,8.22723308049397,2022
10,Property Law,10,won,4.220667566621836,7.445356068008742,2020
10,Property Law,11,lost,2.246445308344332,8.734742139525302,2022
10,Property Law,7,won,3.59055657844062,8.140665323330536,2020
10,Property Law,4,won,3.849054850392724,1.7833506632889278,2021
11,Civil Rights,13,won,4.266302751188045,9.562630079859913,2022
11,Civil Rights,21,won,4.768412926696816,3.0527179475403923,2020
11,Civil Rights,10,won,4.800046246796022,4.180792413724463,2021
11,Civil Rights,4,won,3.549612071096272,8.403528866623105,2023
11,Civil Rights,18,won,4.5333122704008115,2.3473357116126197,2022
11,Civil Rights,15,won,3.47047116960397,8.823336621859472,2020
11,Civil Rights,17,won,3.3568919304555442,3.810446074439164,2022
11,Civil Rights,11,won,3.463894192231951,4.518153963149632,2020
11,Civil Rights,2,won,3.5490805080002508,6.373422252061225,2021
11,Civil Rights,22,won,3.891581829154458,7.520651662587563,2022
12,Employment Law,14,won,3.2082192987683325,7.51904935415867,2021
12,Employment Law,13,won,3.158838737977973,1.770924246367875,2020
12,Employment Law,9,won,3.6467431242310413,3.039907620042892,2020
12,Employment Law,13,won,4.038119581816541,1.6085130723299341,2020
12,Employment Law,21,won,3.54229487300037,6.335307924880804,2022
12,Employment Law,3,won,3.3806497256381354,1.471049882078575,2023
12,Employment Law,17,won,4.990960981408514,5.01717116077878,2023
12,Employment Law,12,won,3.177534788215537,9.654991623593318,2020
12,Employment Law,23,won,4.071655368946162,1.8700880468204766,2020
12,Employment Law,12,won,3.695143048477964,6.984205520384962,2023
12,Employment Law,13,won,3.2396580040352925,9.76748165765214,2021
12,Employment Law,8,lost,3.5371996095770166,3.1929104445747996,2021
12,Employment Law,6,won,3.51409453286416,8.091117894630385,2023
12,Employment Law,16,won,4.013676863640965,2.433736185570823,2020
12,Employment Law,1,won,3.4547146001921973,4.075070517072287,2020
12,Employment Law,9,won,4.019448493503396,8.427574974096071,2021
13,Employment Law,6,lost,3.8387839464288347,5.472671346152472,2021
13,Employment Law,20,won,3.4170210287146716,9.375356931795245,2021
13,Employment Law,13,won,3.76124658695316,8.901768884005627,2021
13,Employment Law,3,won,4.580060872614123,3.742112251882367,2020
13,Employment Law,3,won,3.347049029973017,7.254559800122156,2021
13,Employment Law,18,lost,3.281944154690664,8.40232507270925,2020
13,Employment Law,1,won,4.845514381026788,5.3835572693704234,2021
13,Employment Law,14,lost,2.349677254520825,5.523094688170982,2020
13,Employment Law,13,lost,2.735068844583063,1.6135507844694421,2021
13,Employment Law,15,won,4.926230223178347,5.945765823055153,2023
13,Employment Law,13,won,4.872898347767321,8.884946733382382,2020
13,Employment Law,6,won,3.0006650122409786,1.159190286519315,2021
13,Employment Law,19,won,3.7729216823182945,6.0799698161099425,2021
14,Corporate Law,11,won,4.508507088687726,6.575479762668289,2022
14,Corporate Law,19,lost,2.3413295170999966,1.6716683290337353,2023
14,Corporate Law,19,won,3.355532775702496,7.224562500123874,2020
14,Corporate Law,7,won,3.4577892096932272,3.093809847064129,2023
14,Corporate Law,20,won,4.311447345123312,8.632142967244611,2021
14,Corporate Law,20,won,3.8095968581703996,6.886682158347983,2022
14,Corporate Law,22,won,4.655075791133749,7.6025294250526185,2021
14,Corporate Law,23,lost,2.832307996359523,5.332097364717913,2021
14,Corporate Law,21,won,4.52057964624427,2.2339873515609914,2022
14,Corporate Law,13,won,3.0242415492877868,3.1708131183958734,2020
14,Corporate Law,5,won,4.919153288642066,5.390686395337262,2022
14,Corporate Law,11,won,3.9087546691199218,8.599213744656543,2022
14,Corporate Law,4,won,4.729320784280835,3.1913017156438053,2021
14,Corporate Law,9,won,4.228162622369473,8.736087084822511,2021
14,Corporate Law,13,won,3.2662900083561937,1.9193457669178429,2023
14,Corporate Law,1,won,4.617766923272656,1.6877517349424629,2020
14,Corporate Law,8,won,3.9229549292494683,6.7348132912745236,2021
14,Corporate Law,22,won,4.273339364334415,6.525402262840556,2023
14,Corporate Law,13,won,3.300338001634083,7.6369039184933705,2020
15,Immigration Law,8,won,3.169584032091606,7.4469104925641405,2020
15,Immigration Law,3,lost,2.024216950469775,9.60851258469532,2020
15,Immigration Law,14,won,4.9831768177405475,9.736749619036031,2022
15,Immigration Law,19,won,3.3482186706681687,1.8855608474205758,2021
15,Immigration Law,8,lost,2.530092856650008,1.1885046492782152,2023
15,Immigration Law,17,won,3.5908895549548405,7.923008330543203,2020
15,Immigration Law,15,lost,2.4113745243911104,2.092477763434658,2021
15,Immigration Law,9,won,4.287808507082262,5.772719199242425,2021
15,Immigration Law,10,lost,3.597428383309149,3.6353983303086825,2023
15,Immigration Law,13,won,4.1648453164144925,7.732658614865789,2023
15,Immigration Law,2,won,3.2561914927324,4.044407553950485,2023
15,Immigration Law,9,won,3.744334047675027,4.888691946497763,2023
15,Immigration Law,18,won,4.886151675489415,3.1662344064925447,2020
15,Immigration Law,19,lost,3.773849800418539,6.812297313896854,2022
16,Property Law,9,lost,3.088033158365503,6.724636873568426,2021
16,Property Law,8,won,4.496383811957995,6.020319029599629,2022
16,Property Law,11,won,3.6401196650419667,7.778686023220625,2020
16,Property Law,13,lost,2.3296296314588743,2.1855589610910573,2022
16,Property Law,18,won,3.427022732621344,5.552674236566461,2023
16,Property Law,22,won,4.084474410983697,6.313129214128956,2023
16,Property Law,22,won,4.130043985718032,7.199967718450816,2022
16,Property Law,5,won,3.320143269909146,5.154017269778109,2023
16,Property Law,12,lost,3.4529234302260097,9.926289562144271,2023
16,Property Law,10,won,4.315120625556046,3.7983603700679875,2020
16,Property Law,7,lost,3.2299564806822647,7.190956988919236,2023
16,Property Law,20,lost,3.0483183414523243,8.632430120176947,2021
16,Property Law,17,won,3.0220632285249316,7.745909360219994,2020
16,Property Law,11,won,4.512529315782905,8.577733343470378,2021
16,Property Law,5,lost,2.249428113822781,4.468382947426257,2023
16,Property Law,22,lost,3.1860886683735683,4.523731283600464,2020
17,Family Law,10,won,4.239178674919682,4.199437093972216,2020
17,Family Law,17,won,4.176404533896781,5.328756008975113,2021
17,Family Law,5,won,4.159967574856262,6.053361291635714,2023
17,Family Law,2,won,4.1987379313258675,6.419310796472329,2023
17,Family Law,17,won,4.272981302098308,2.3409976253431912,2023
17,Family Law,6,won,3.419683989712819,8.426176008995036,2022
17,Family Law,4,won,3.244753514650356,7.619550458387838,2020
17,Family Law,20,won,3.125084453794737,8.21230224237567,2022
17,Family Law,22,lost,3.285130399070383,4.791232479646649,2023
17,Family Law,15,won,3.2366723818467746,4.689144007266594,2021
17,Family Law,7,won,4.143744542454373,6.289924247759784,2020
17,Family Law,10,won,3.6690225774838643,1.235770376788583,2020
17,Family Law,22,won,3.546141619945625,5.662708896149339,2020
17,Family Law,19,won,3.5185935177315475,4.866911314650416,2022
17,Family Law,5,won,3.9618120015061393,4.916623593298211,2023
17,Family Law,6,won,4.262341291913413,1.4485782500464741,2022
17,Family Law,1,won,4.560426126860205,1.0632628343225723,2020
18,Employment Law,20,won,4.313910312534279,9.609531589751121,2021
18,Employment Law,10,won,3.5643741493864,3.355351153623154,2022
18,Employment Law,14,won,3.499092399699012,3.447547535157679,2021
18,Employment Law,13,won,3.5362780401910268,2.4074362396310316,2023
18,Employment Law,20,won,4.239398880398832,6.057935627201261,2020
18,Employment Law,1,won,4.543715452363243,1.7778214968629182,2022
18,Employment Law,11,won,4.926788868427101,6.041513651156578,2022
18,Employment Law,12,won,4.575426031055417,6.619829018245552,2020
18,Employment Law,18,lost,2.289930144759634,7.526401547960033,2020
18,Employment Law,19,won,3.6173974867463903,9.523323889648507,2023
18,Employment Law,9,won,3.0440703205950084,7.480072356968018,2022
18,Employment Law,7,won,4.367508211154085,5.905949754346297,2023
18,Employment Law,2,won,3.8079557526530965,5.882912230558806,2022
18,Employment Law,17,won,4.225800321723899,3.035323464309467,2021
18,Employment Law,21,won,3.2819192550435385,6.977691230548756,2020
18,Employment Law,2,won,4.723973816808544,5.141460380395957,2022
18,Employment Law,15,won,4.025005297540663,8.257632555095554,2021
18,Employment Law,19,lost,3.572556398768066,2.8122740392237695,2022
18,Employment Law,4,won,4.51350301137727,5.674472735535436,2023
18,Employment Law,15,won,4.759163709903058,8.835205825414063,2022
18,Employment Law,8,lost,3.96997931228175,7.948112286789914,2022
18,Employment Law,3,won,4.81844041172312,5.848316181574428,2023
18,Employment Law,7,won,4.313560209448588,8.39892844540203,2021
19,Immigration Law,19,won,3.3912185460890303,2.680509661957373,2023
19,Immigration Law,9,won,4.155186731762315,6.711241757952734,2022
19,Immigration Law,15,won,4.830180136814087,5.797259805215259,2021
19,Immigration Law,6,won,4.586522700876509,3.85085509360774,2022
19,Immigration Law,18,won,3.3377084133553723,5.56345993478897,2023
19,Immigration Law,8,won,4.787979420015741,6.8886329709246565,2022
19,Immigration Law,6,won,4.935511754206778,8.711865424675846,2020
19,Immigration Law,14,won,3.6393336648810894,9.895743904708688,2020
19,Immigration Law,21,lost,3.4503710960547815,3.9071007854759245,2023
19,Immigration Law,23,won,3.259652897903435,7.1817489790752616,2022
19,Immigration Law,20,won,4.780516106035604,1.7146592617872658,2020
19,Immigration Law,9,lost,3.6381270277233124,5.867143794869899,2022
19,Immigration Law,11,won,4.802592021549298,6.865011268357834,2020
19,Immigration Law,2,won,4.638510209742922,8.918397225565258,2021
19,Immigration Law,21,won,3.2258864168223473,1.7846152104864805,2020
19,Immigration Law,20,won,4.810719748555741,7.657041706540873,2021
19,Immigration Law,23,won,4.241857134956862,4.171374519486889,2020
19,Immigration Law,15,won,3.5079497491440494,1.2800403992562193,2020
19,Immigration Law,2,won,3.6298391772259353,1.0343542071191243,2022
19,Immigration Law,9,won,4.310564819383316,9.925683554510549,2022
20,Family Law,15,won,3.6106213533934626,2.913799387339865,2022
20,Family Law,21,lost,3.3063255810625662,9.444743366036343,2023
20,Family Law,9,won,4.576894686506598,6.984864131283957,2021
20,Family Law,6,won,4.341464623811668,6.04396567882396,2022
20,Family Law,14,won,3.9207165424038526,8.78107248570403,2023
20,Family Law,19,won,4.953600657021319,1.9964853399368412,2023
20,Family Law,8,won,4.479808241533861,9.262688969792356,2022
20,Family Law,19,won,4.945552645784172,8.434351464999146,2022
20,Family Law,20,lost,3.963597386521255,6.592100475281766,2020
20,Family Law,23,won,4.06535177352311,6.715801953187469,2023
20,Family Law,6,won,3.2404944530233513,1.6150684197903435,2020
20,Family Law,1,won,3.9375359309290117,3.711387346840003,2022
21,Property Law,14,won,4.486386397463207,1.4332855238051811,2023
21,Property Law,2,won,4.335609366452813,6.338994130966459,2020
21,Property Law,23,lost,3.0626330411361185,8.543369651967321,2023
21,Property Law,3,won,3.5355533509766683,8.102447619298584,2020
21,Property Law,5,won,3.504614499678813,2.982027712395836,2023
21,Property Law,9,won,4.819253638873185,7.022802366442706,2020
21,Property Law,1,won,3.0502839165545454,7.250054105176379,2023
21,Property Law,12,won,3.9288664724510856,2.2377139733531384,2022
21,Property Law,22,won,4.214179157437508,6.681767977827898,2023
21,Property Law,19,won,3.4748669367496126,5.611273997912116,2023
21,Property Law,12,won,3.9753341372425286,6.870018335909252,2021
21,Property Law,23,won,4.967680625710876,3.4206305124382395,2021
22,Criminal Law,18,won,3.7237061864102774,5.252440195058622,2021
22,Criminal Law,19,lost,2.5536286155826113,9.743794218109455,2020
22,Criminal Law,3,won,3.392195425476786,6.497020639681915,2020
22,Criminal Law,17,won,4.033145256891958,1.0495521924437874,2021
22,Criminal Law,8,won,3.0734427250016423,1.9722317871762223,2021
22,Criminal Law,21,won,4.144097286738601,5.614009533607748,2022
22,Criminal Law,9,won,3.794030082474383,1.7838349011619434,2020
22,Criminal Law,21,won,3.690446285603384,5.56670744846028,2020
22,Criminal Law,11,won,3.0897071360471373,5.055373170848206,2022
22,Criminal Law,1,won,3.779744705883088,7.568742779636306,2023
22,Criminal Law,21,lost,2.5163465083823384,7.071470676245945,2020
22,Criminal Law,7,won,4.908066255170081,7.4925410599565945,2020
22,Criminal Law,23,won,4.435144249463189,8.466288011787253,2020
22,Criminal Law,18,won,3.513388456620092,6.987628917802497,2020
22,Criminal Law,18,won,3.1845695841465145,6.366893669743315,2023
23,Personal Injury,12,won,3.160360028163807,4.192941626523858,2022
23,Personal Injury,9,won,4.292900180249214,8.99235157924106,2020
23,Personal Injury,18,won,3.277742652793034,2.041638460108348,2022
23,Personal Injury,20,won,4.275754185327267,7.668831252471207,2020
23,Personal Injury,16,won,4.982526453467266,8.380113662074205,2020
23,Personal Injury,3,won,3.8977061433494162,1.759531424900881,2022
23,Personal Injury,21,won,4.616045259813106,2.944462285105185,2020
23,Personal Injury,6,won,4.691208725979814,7.2324354400230275,2021
23,Personal Injury,13,won,3.550762348510837,3.756821489003914,2021
23,Personal Injury,12,won,4.596760681036705,8.401801363014506,2023
23,Personal Injury,9,won,3.8619704410265925,3.8698013648902494,2023
23,Personal Injury,22,won,4.411171725287649,7.195645166429232,2022
23,Personal Injury,5,won,4.291481020191225,1.403006054542014,2020
23,Personal Injury,20,won,3.679537654302236,5.6551544354289875,2021
23,Personal Injury,11,won,3.771749005790232,8.125482333352117,2022
23,Personal Injury,6,won,4.69427897938757,5.779768103967186,2023
23,Personal Injury,12,won,4.11937688967588,1.9473326667731115,2020
23,Personal Injury,5,won,3.4569734935095413,9.79706906191331,2022
23,Personal Injury,4,lost,2.198604405507386,2.87977663635166,2022
23,Personal Injury,10,won,3.7908685359858287,3.818856349631566,2020
23,Personal Injury,10,won,4.800166366032961,2.0452506418047305,2021
23,Personal Injury,3,won,4.776807344617362,6.426485888315154,2023
23,Personal Injury,13,won,4.21375468315386,2.3642586358289197,2020
23,Personal Injury,16,won,4.547077783069128,9.820980931723902,2020
23,Personal Injury,2,won,3.3366739118382602,3.22216684000827,2022
23,Personal Injury,10,won,4.653629947592838,7.381123518583286,2021
23,Personal Injury,14,won,4.354774643037434,3.115334933234426,2022
23,Personal Injury,19,won,3.330484100885206,6.2468598354814215,2020
23,Personal Injury,15,won,4.633513860239056,2.865781028688022,2020
24,Immigration Law,18,won,4.24681191631888,6.124396250640545,2021
24,Immigration Law,7,won,3.790275486528637,1.3551357960180939,2020
24,Immigration Law,22,won,3.4554994722064194,9.676259624489624,2020
24,Immigration Law,22,won,4.066773257530725,8.829722436829165,2020
24,Immigration Law,7,won,3.2496416279336966,8.147895962944649,2023
24,Immigration Law,12,won,4.939215453696191,9.542009287804964,2021
24,Immigration Law,12,lost,3.5092424431971834,5.4273799009515615,2022
24,Immigration Law,6,won,4.044888290810929,6.064405291201052,2022
24,Immigration Law,11,won,4.837469421212755,4.26041278388732,2020
24,Immigration Law,14,won,3.9119585515198736,4.991102527437137,2022
24,Immigration Law,4,won,4.613178684652554,5.288350454004634,2022
24,Immigration Law,20,won,3.0063356971614033,6.761784804036615,2020
24,Immigration Law,19,lost,2.623798160008561,3.304428085944589,2020
24,Immigration Law,14,won,3.4414909769055635,7.606267863303756,2021
24,Immigration Law,22,won,4.445413915396457,7.232791883833972,2021
24,Immigration Law,21,won,3.717431050834027,8.239934869115544,2023
24,Immigration Law,15,won,4.981092065540267,2.805859156633851,2021
24,Immigration Law,7,won,3.0046350958096277,1.3974574256004813,2023
24,Immigration Law,1,won,3.1380590817756993,1.0509923307661055,2023
24,Immigration Law,9,won,4.532231865591172,8.613292957099588,2021
24,Immigration Law,23,won,3.9752556193344217,1.6988440120444457,2023
24,Immigration Law,6,won,3.612274681759186,5.9421730264945545,2021
24,Immigration Law,13,won,4.395512552146859,1.0547987341585516,2022
24,Immigration Law,16,won,4.363497288180323,2.0163847841741016,2021
24,Immigration Law,16,won,3.956519768390447,2.3067686159619427,2021
24,Immigration Law,15,won,3.4222249423322726,8.770606901713016,2022
25,Intellectual Property,23,won,4.812222004264994,3.8934613112309377,2020
25,Intellectual Property,17,lost,3.280952084351688,9.81083003657328,2020
25,Intellectual Property,19,won,4.295634891981057,2.106286106188488,2020
25,Intellectual Property,10,won,4.171729576907039,6.623054765104622,2023
25,Intellectual Property,18,won,3.483863360631059,7.4255736925593085,2023
25,Intellectual Property,15,won,4.105001934815778,5.68152903079676,2020
25,Intellectual Property,8,lost,2.5428187608934287,5.470258805361519,2021
25,Intellectual Property,2,lost,3.4434431054343584,3.4439234267011813,2020
25,Intellectual Property,17,won,4.022258278474459,1.4216671767484281,2023
25,Intellectual Property,17,won,3.1253792432437315,8.554046431204021,2020
25,Intellectual Property,12,won,4.481808112304143,3.846431347563761,2022
25,Intellectual Property,11,won,3.540786572769051,8.584407119444993,2023
25,Intellectual Property,18,won,4.7837442896214695,4.904356776188766,2020
25,Intellectual Property,12,won,4.350280122299337,2.0442041321335234,2022
25,Intellectual Property,1,won,4.860341930876849,8.598238321652365,2022
25,Intellectual Property,23,won,3.508462767497391,8.879601038973545,2020
25,Intellectual Property,12,lost,2.259201302390884,7.0849740827297,2020
26,Criminal Law,19,won,4.268679479422408,9.995196233940677,2020
